rank,feature,type,importance,owner,owner_value,ratio,chatgpt-4o-latest-20250326_mean,deepseek-r1-0528_mean,claude-3-5-haiku-20241022_mean
78,nnp nnp nn nnp,POS,0.0018743249,deepseek-r1-0528,0.02734946449235101,1.823932130620055,0.02336961478450739,0.02734946449235101,0.006619949008146913
79,of,CHAR,0.0018721304,chatgpt-4o-latest-20250326,0.03159596398166841,1.1035543500888925,0.03159596398166841,0.028391648805357057,0.028870531311323788
80,jj nns vbg,POS,0.0018695542,claude-3-5-haiku-20241022,0.015396071906805649,1.5297475946945902,0.0086255355784938,0.011503369294704488,0.015396071906805649
81,rat,CHAR,0.0018329086,claude-3-5-haiku-20241022,0.018894360560867237,1.5062157773542102,0.011404287159783817,0.013684230494780536,0.018894360560867237
82,in the early,WORD,0.0018175774,chatgpt-4o-latest-20250326,0.0040651677094557465,1.412182955301684,0.0040651677094557465,0.002128209124941495,0.0036290728110769245
83,vb prp vb,POS,0.0018139613,chatgpt-4o-latest-20250326,0.02298684146249451,1.7740285324060556,0.02298684146249451,0.0066406308015920495,0.019274218979677505
84,tha,CHAR,0.0018052857,claude-3-5-haiku-20241022,0.015566499988720244,1.3096494499241051,0.013864933578181741,0.009907076541965038,0.015566499988720244
85,. ,CHAR,0.0017934948,deepseek-r1-0528,0.08314516198376526,1.448333755418871,0.058715439208617416,0.08314516198376526,0.05609948058826176
86,nns vb jj,POS,0.0017791893,deepseek-r1-0528,0.02253574056712035,5.350895031949724,0.004593109799324474,0.02253574056712035,0.0038300569541107627
87,nn vbz dt,POS,0.0017484014,deepseek-r1-0528,0.03405557763684014,1.6958317628573667,0.019192692447463598,0.03405557763684014,0.02097117095306465
88,anc,CHAR,0.0017228001,claude-3-5-haiku-20241022,0.013427486717144431,1.3597257228098416,0.009112097231599182,0.010638189891596286,0.013427486717144431
89,nnp nnp nn jj,POS,0.0017125731,deepseek-r1-0528,0.022193767645217632,1.929977338612697,0.01775370975034483,0.022193767645217632,0.005245283244226718
90,all,CHAR,0.001708668,claude-3-5-haiku-20241022,0.017856432710238145,1.0767196876396739,0.015731973552140805,0.01743623710699935,0.017856432710238145
91,nnp nns in,POS,0.0017013684,deepseek-r1-0528,0.010045597126877952,1.1003038054941663,0.008503200390838078,0.010045597126877952,0.009756478575493032
92,you re asking,WORD,0.0016967251,chatgpt-4o-latest-20250326,0.0048773834153024165,1.8718057337977234,0.0048773834153024165,0.0022452190273312567,0.002966201503373765
93,nns dt nn,POS,0.0016940859,claude-3-5-haiku-20241022,0.01538353132616412,1.5860730256856812,0.009961692740293926,0.009436570866785085,0.01538353132616412
94,gh,CHAR,0.0016919182,deepseek-r1-0528,0.018103961593804035,1.023436814195108,0.018052281772816363,0.018103961593804035,0.01732647604144514
95, n,CHAR,0.0016824168,deepseek-r1-0528,0.024702339651758807,1.0321335596724914,0.02375008776033957,0.024702339651758807,0.024116468695003595
96,jj nns vb,POS,0.001682369,deepseek-r1-0528,0.012970149523131486,2.5624489720266213,0.0055307199344598445,0.012970149523131486,0.0045925251835676134
97, on,CHAR,0.0016795815,chatgpt-4o-latest-20250326,0.014950633162660812,1.1037515369616775,0.014950633162660812,0.01446442529256958,0.012626152001330762
98,let break down,WORD,0.0016646441,chatgpt-4o-latest-20250326,0.005998675576156311,6.6985160984017895,0.005998675576156311,0.0006086369412875207,0.0011824091614717294
99,vb jj nnp nnp nnp,POS,0.0016529834,deepseek-r1-0528,0.03070772071847862,2.3434642857915025,0.017663478377789744,0.03070772071847862,0.008543638073406459
100,e.,CHAR,0.0016509288,deepseek-r1-0528,0.019257889327545557,1.6469090715043633,0.014429072594158047,0.019257889327545557,0.00895763364330837
101,nns in nns,POS,0.0016489833,claude-3-5-haiku-20241022,0.014238374054383367,1.1226413529041468,0.012440679357901527,0.01292516703204357,0.014238374054383367
102,ng ,CHAR,0.0016487153,claude-3-5-haiku-20241022,0.05113200196886968,1.1254331624931835,0.043499902040239576,0.04736644822012851,0.05113200196886968
103,nn prp vbp,POS,0.0016450569,claude-3-5-haiku-20241022,0.0302541554386896,1.3537510381042572,0.024009571898215145,0.02068720703250523,0.0302541554386896
104,ni,CHAR,0.0016279725,claude-3-5-haiku-20241022,0.028137313507276655,1.1613030356460516,0.021303209200762153,0.027154966905913423,0.028137313507276655
105,nn nnp nn nn,POS,0.001618059,deepseek-r1-0528,0.01369973784529953,1.454998274375071,0.012083420296642356,0.01369973784529953,0.006747856807357837
106, th,CHAR,0.0016136976,claude-3-5-haiku-20241022,0.07530052327298181,1.0297132783862482,0.07362101060235494,0.07263431086148343,0.07530052327298181
107,nn in vbg,POS,0.0016118471,claude-3-5-haiku-20241022,0.023350460156819616,1.3374713434834156,0.01487219514428611,0.02004512890993077,0.023350460156819616
108,be,CHAR,0.0016035081,chatgpt-4o-latest-20250326,0.02440352988780049,1.0726072197444825,0.02440352988780049,0.022306967923914938,0.02319623108236048
109,nn cd vb jj nnp,POS,0.0015988956,deepseek-r1-0528,0.024288400961540224,2.49645910482599,0.013734812451676657,0.024288400961540224,0.005723468210391861
110,ow,CHAR,0.0015907646,chatgpt-4o-latest-20250326,0.02536153728086246,1.2250616731785666,0.02536153728086246,0.023189985479602798,0.018214521470743584
111, of ,CHAR,0.0015889193,chatgpt-4o-latest-20250326,0.02486839213534717,1.159645841393759,0.02486839213534717,0.020820404295227277,0.022069228466199724
112,nn nnp cd,POS,0.0015814847,deepseek-r1-0528,0.008313007978275024,1.1689722431455378,0.00817560617173989,0.008313007978275024,0.006047157502966197
113,jj cc jj,POS,0.0015791807,claude-3-5-haiku-20241022,0.029317221630851882,1.3037595684762022,0.024426981127179958,0.020546374911337224,0.029317221630851882
114,vb jj nns,POS,0.0015766454,claude-3-5-haiku-20241022,0.02052733715003875,1.596356653757739,0.013022004786115584,0.012695728280262136,0.02052733715003875
115,per,CHAR,0.0015750318,claude-3-5-haiku-20241022,0.016498098971087196,1.2251344021577752,0.012550408378633587,0.014382308459665658,0.016498098971087196
116,ee,CHAR,0.0015574858,deepseek-r1-0528,0.02247646572719394,1.1343143733130316,0.020662217870531276,0.02247646572719394,0.018967828712667955
117,nn vbz nnp,POS,0.0015555369,deepseek-r1-0528,0.016913443409466895,3.190032524611742,0.0061774290410334136,0.016913443409466895,0.004426502598519649
118,m ,CHAR,0.0015529422,claude-3-5-haiku-20241022,0.0196122870036798,1.036433940495054,0.018899766910369792,0.018945938903378385,0.0196122870036798
119,vb in dt,POS,0.0015524925,claude-3-5-haiku-20241022,0.018564904550411335,1.1135430025810982,0.016619220413652186,0.016724628018567243,0.018564904550411335
120,in nn in,POS,0.0015449451,chatgpt-4o-latest-20250326,0.01739891427537449,1.3372645712856548,0.01739891427537449,0.014420535133434819,0.011601113310667847
121, st,CHAR,0.0015324365,deepseek-r1-0528,0.020119995573206487,1.0576124718768865,0.018880685224026177,0.020119995573206487,0.019167269217170307
122,nt,CHAR,0.0015304587,claude-3-5-haiku-20241022,0.07121491305947474,1.1969602333950307,0.05470307375100126,0.06428987367129094,0.07121491305947474
123,ical,CHAR,0.0015303722,claude-3-5-haiku-20241022,0.017313632813119467,1.6416302462004388,0.00981010949631795,0.011283109093181061,0.017313632813119467
124,you,CHAR,0.0015274301,chatgpt-4o-latest-20250326,0.03536062721973965,1.238003839094612,0.03536062721973965,0.023984504219173544,0.03314072609610544
125,nns in nn,POS,0.0015273332,claude-3-5-haiku-20241022,0.029997076226432058,1.4210724578510274,0.020296447702086554,0.02192107056829665,0.029997076226432058
126,cc dt jj,POS,0.0015242363,chatgpt-4o-latest-20250326,0.011444044019116376,1.0549019296495954,0.011444044019116376,0.011076902788537606,0.010619984282126335
127,com,CHAR,0.0015143101,claude-3-5-haiku-20241022,0.021849648421496566,1.3834182191983673,0.014679755954919023,0.016908158846662122,0.021849648421496566
128,sti,CHAR,0.0015110577,claude-3-5-haiku-20241022,0.011377443539131985,1.0399915700983986,0.01078801632510709,0.011091860139767545,0.011377443539131985
129,nns vbn in,POS,0.0015093342,claude-3-5-haiku-20241022,0.010181658322878574,1.049935905790467,0.009216423906244827,0.01017839489502875,0.010181658322878574
130,dt nn cc,POS,0.0015092443,chatgpt-4o-latest-20250326,0.02448806554131429,1.2027190453390348,0.02448806554131429,0.02064797833299699,0.02007319530471046
131,ct,CHAR,0.0015069393,claude-3-5-haiku-20241022,0.03484032623294257,1.1304691886102067,0.027028595932810994,0.03461010520821718,0.03484032623294257
132,and,CHAR,0.001488411,chatgpt-4o-latest-20250326,0.04197768442638272,1.033562353678247,0.04197768442638272,0.0399518093102911,0.04127731881534606
133,nn jj nns,POS,0.0014811796,deepseek-r1-0528,0.019785091140262417,1.1759724296649108,0.015995830544571772,0.019785091140262417,0.017653072509898827
134,cc nnp nnp,POS,0.0014625352,chatgpt-4o-latest-20250326,0.0263560345650768,1.5322950466820482,0.0263560345650768,0.020724897858048527,0.013675832761223243
135, fo,CHAR,0.0014622889,deepseek-r1-0528,0.025344979795149453,1.220177658114193,0.021551312400627978,0.025344979795149453,0.019991785240285373
136,ex,CHAR,0.0014590845,claude-3-5-haiku-20241022,0.02177133928359536,1.193302484367058,0.016136805597371563,0.02035241581767165,0.02177133928359536
137,te,CHAR,0.0014580579,claude-3-5-haiku-20241022,0.08114592964840409,1.1515495469091492,0.06549232270156584,0.07544113494462269,0.08114592964840409
138,nnp vbz jj,POS,0.0014560836,deepseek-r1-0528,0.012115318332259508,1.6312605432185914,0.008364847354240456,0.012115318332259508,0.006489086779855787
139,parts of the,WORD,0.0014560185,deepseek-r1-0528,0.0027506638320036075,1.6386886059436434,0.0023778940294751252,0.0027506638320036075,0.0009792585399962786
140,nn vbz jj,POS,0.0014560178,deepseek-r1-0528,0.023491772695316073,1.4101876502746908,0.014741836722619708,0.023491772695316073,0.0185753926414867
141,on,CHAR,0.0014553748,claude-3-5-haiku-20241022,0.10439808682681234,1.1094433036310731,0.0883863770756058,0.09981267101478346,0.10439808682681234
142,ge,CHAR,0.001454091,claude-3-5-haiku-20241022,0.03134848433830497,1.1880513418541918,0.024778444778448018,0.027994500689345298,0.03134848433830497
143,nn nns nn,POS,0.001447533,deepseek-r1-0528,0.02012297150898716,1.694918498574155,0.012554180450022507,0.02012297150898716,0.011190880478766164
144,ess,CHAR,0.0014429936,deepseek-r1-0528,0.018619725598687215,1.2066899948660976,0.014657215725487827,0.018619725598687215,0.016203611293722494
145,to ,CHAR,0.0014374367,claude-3-5-haiku-20241022,0.031628182902686784,1.1576531113406767,0.02909336513464437,0.025548535090645436,0.031628182902686784
146,"s, ",CHAR,0.0014360099,deepseek-r1-0528,0.023648631811537008,1.3275920267575845,0.01967372040447089,0.023648631811537008,0.015952633678559768
147,ti,CHAR,0.0014353729,claude-3-5-haiku-20241022,0.10235584192192057,1.2044424996905099,0.0775781412058222,0.09238570837308527,0.10235584192192057
148, an,CHAR,0.0014349694,claude-3-5-haiku-20241022,0.04633717322147522,1.1219739566248736,0.042583779091377595,0.04001559489207365,0.04633717322147522
149,jj nn cd,POS,0.0014302972,claude-3-5-haiku-20241022,0.024998244994806802,1.820697297590754,0.01023414515825999,0.01722593294246092,0.024998244994806802
150,est,CHAR,0.0014257064,deepseek-r1-0528,0.015056591595058724,1.0596039552009862,0.013889417841248069,0.015056591595058724,0.014529863761382003
151,jj nn nn jj,POS,0.0014243604,deepseek-r1-0528,0.01279632042807723,1.5558469169958964,0.010078048220079964,0.01279632042807723,0.006371282736959148
152, or,CHAR,0.0014242748,chatgpt-4o-latest-20250326,0.02446048239256084,1.2904820377255815,0.02446048239256084,0.018013378967389256,0.019895683967994765
153,s:,CHAR,0.0014086944,deepseek-r1-0528,0.01574001187156781,1.7572824838592278,0.00860615182736122,0.01574001187156781,0.009307885347812383
154,ati,CHAR,0.0014058836,claude-3-5-haiku-20241022,0.037576258082097726,1.3672749175825691,0.024135297721295353,0.03082988535766435,0.037576258082097726
155,nns nn jj nnp,POS,0.0013992804,chatgpt-4o-latest-20250326,0.009284120445059201,1.7263494383899667,0.009284120445059201,0.009201174372607594,0.0015546091768895312
156,fa,CHAR,0.0013979684,deepseek-r1-0528,0.013117153701016867,1.3018381180643963,0.010831474102475626,0.013117153701016867,0.009320269065898891
157,is,CHAR,0.0013951713,deepseek-r1-0528,0.05320634074919214,1.1630863446271686,0.04350193284611976,0.05320634074919214,0.04798971090840752
158,fe,CHAR,0.0013848378,deepseek-r1-0528,0.019101436681148456,1.0445169567539818,0.018023250849490437,0.019101436681148456,0.01855142906860202
159, wit,CHAR,0.0013811213,claude-3-5-haiku-20241022,0.015087539933477409,1.0562399677178194,0.014671778328200326,0.013896615965904122,0.015087539933477409
160,dt nn in dt,POS,0.0013749487,chatgpt-4o-latest-20250326,0.02230989252325453,1.144019908526523,0.02230989252325453,0.019652685466656425,0.019349944394897768
161,nn in dt,POS,0.0013736469,claude-3-5-haiku-20241022,0.057691972934479335,1.124966635963583,0.04999114924130197,0.05257540000584728,0.057691972934479335
162,jj jj jj nn,POS,0.0013719166,deepseek-r1-0528,0.016461793295069013,2.5931363858062406,0.008452041788129323,0.016461793295069013,0.004244392834572423
163,in nn nnp,POS,0.0013707877,chatgpt-4o-latest-20250326,0.012277571152846637,1.39409774529259,0.012277571152846637,0.010056814728248119,0.007556829930892837
164,jj jj nnp,POS,0.0013632327,deepseek-r1-0528,0.0337993133209032,3.1478545108694154,0.014673970566255547,0.0337993133209032,0.006800537359187339
165,to vb nnp,POS,0.0013576737,chatgpt-4o-latest-20250326,0.013149412391083417,2.020624968529786,0.013149412391083417,0.0077888366859318065,0.005226356727867269
166,jj jj nnp nnp,POS,0.0013484749,deepseek-r1-0528,0.023036207707743863,3.25279971804801,0.01005694185490159,0.023036207707743863,0.004106984426774174
167,ers,CHAR,0.0013349045,claude-3-5-haiku-20241022,0.019067279069548776,1.0379292946545762,0.01801214983036476,0.018728848169685678,0.019067279069548776
168,in dt nn nn,POS,0.0013299957,chatgpt-4o-latest-20250326,0.020515801683756822,1.1389143888990163,0.020515801683756822,0.017886419182709588,0.01814052346324181
169,and ,CHAR,0.0013212006,chatgpt-4o-latest-20250326,0.036984490828412445,1.0554275491184537,0.036984490828412445,0.03377318233997417,0.03631119409932525
170,"e, ",CHAR,0.0013183814,claude-3-5-haiku-20241022,0.014210810454676606,1.1047491701880803,0.012569198072758003,0.013157565681691814,0.014210810454676606
171,nn cd nn,POS,0.001318122,claude-3-5-haiku-20241022,0.01534020359620025,1.4363455406611574,0.009239388435267483,0.0121206578237115,0.01534020359620025
172, in,CHAR,0.0013130216,claude-3-5-haiku-20241022,0.04257238731009163,1.1568430909707725,0.03847833571144737,0.035122635141681444,0.04257238731009163
173,nnp in dt,POS,0.0013120506,deepseek-r1-0528,0.017698150047518027,1.2590727783149531,0.01735968786475772,0.017698150047518027,0.010753301872346882
174,ff,CHAR,0.0013062553,claude-3-5-haiku-20241022,0.011647133399961778,1.0854597384858922,0.009838134251921904,0.011622142876750534,0.011647133399961778
175,ive,CHAR,0.0013052964,claude-3-5-haiku-20241022,0.019221823188826457,1.235744801557738,0.013321999965901395,0.017787697059885935,0.019221823188826457
176,nn prp md,POS,0.0013038341,claude-3-5-haiku-20241022,0.02649133459472736,2.261338826666312,0.013947394133536257,0.009482384971067138,0.02649133459472736
177,nnp nn jj nnp nnp,POS,0.0012996522,deepseek-r1-0528,0.012519591583402384,2.0231240640481576,0.009389996385505493,0.012519591583402384,0.002986497776055101
178,fi,CHAR,0.0012980216,deepseek-r1-0528,0.0241582336884452,1.1705885812839973,0.01825693801499751,0.0241582336884452,0.023018423926337125
179, c,CHAR,0.0012952596,claude-3-5-haiku-20241022,0.09397814189341845,1.2418082971691065,0.07320777444993617,0.07814914933235151,0.09397814189341845
180,in prp nn,POS,0.0012902297,claude-3-5-haiku-20241022,0.025443023457280414,1.1006570069304726,0.024820861886476895,0.021411567102888773,0.025443023457280414
