rank,feature,type,importance,owner,owner_value,ratio,chatgpt-4o-latest-20250326_mean,claude-3-5-haiku-20241022_mean,deepseek-r1-0528_mean
19,tion,CHAR,0.0038113947957754135,claude-3-5-haiku-20241022,0.04898005342351996,1.2405267794450472,0.035455039637343914,0.04898005342351996,0.043511497795897996
20,".
",CHAR,0.0038066706620156765,deepseek-r1-0528,0.04203366349091882,1.935879387294702,0.03403780338010266,0.009388106137720597,0.04203366349091882
21,nns jj nn,POS,0.0037756015080958605,deepseek-r1-0528,0.029037499061989977,2.1995365509720184,0.013356918012380247,0.013046368488697615,0.029037499061989977
22,dt nnp nnp,POS,0.0036775367334485054,deepseek-r1-0528,0.033920466364743426,1.3436990341626143,0.029119088743778464,0.021369099695209944,0.033920466364743426
23, |,CHAR,0.0036655731964856386,chatgpt-4o-latest-20250326,0.02852403202515658,4.87619471235819,0.02852403202515658,0.002723033167839003,0.008976264678766995
24,cc nnp nnp nnp,POS,0.0034795841202139854,chatgpt-4o-latest-20250326,0.015884879839195277,1.370043250045094,0.015884879839195277,0.008625306093334123,0.014563565453062952
25,""" ",CHAR,0.0032893724273890257,deepseek-r1-0528,0.0247316670309605,1.919853356465221,0.013291802053621652,0.012472316885798154,0.0247316670309605
26,jj nns prp,POS,0.0032340995967388153,claude-3-5-haiku-20241022,0.014479883346875808,1.3068716410555936,0.010628362643138826,0.014479883346875808,0.011531245975054769
27,--,CHAR,0.003216758370399475,chatgpt-4o-latest-20250326,0.06529893751562292,3.7254471506767413,0.06529893751562292,0.004052828908419701,0.0310027932218333
28,nn jj nn,POS,0.003192082280293107,deepseek-r1-0528,0.05918098964989569,2.251586564112974,0.030917888161420857,0.021650366012385534,0.05918098964989569
29,omp,CHAR,0.003065771423280239,claude-3-5-haiku-20241022,0.014278316049400261,1.402099880565941,0.009336980638774788,0.014278316049400261,0.011030062886736546
30,jj nns in nnp,POS,0.0030592475086450577,deepseek-r1-0528,0.011147433675322586,1.2493352899051031,0.009053053628404367,0.008792327857352003,0.011147433675322586
31,vbz jj nn,POS,0.0030589455273002386,deepseek-r1-0528,0.01812299231961689,1.452247593609087,0.014067076715504936,0.010891464716580378,0.01812299231961689
32,vbn in nn,POS,0.0030532607343047857,deepseek-r1-0528,0.01632898941541638,1.2946901023922321,0.015021847980719207,0.01020270280646112,0.01632898941541638
33,e.,CHAR,0.00304034654982388,deepseek-r1-0528,0.021510987394090762,1.7216098458162714,0.015852588078502632,0.009136796972652043,0.021510987394090762
34,nnp nnp cc nnp,POS,0.0029306518845260143,deepseek-r1-0528,0.028518856575554915,1.7830277731734911,0.0206504246884111,0.011338818801350537,0.028518856575554915
35,ati,CHAR,0.002884175628423691,claude-3-5-haiku-20241022,0.03921355383301585,1.3225980464213636,0.02576522612200799,0.03921355383301585,0.03353253651497816
36,rb vbz dt,POS,0.002869760850444436,deepseek-r1-0528,0.01892360217403862,1.3883746434364754,0.013581422769706104,0.013678655589006479,0.01892360217403862
37,----,CHAR,0.0026881047524511814,chatgpt-4o-latest-20250326,0.056746797807621374,3.575341608403587,0.056746797807621374,0.0033247924040741435,0.028418632671113327
38,nn cc nn in,POS,0.0026731095276772976,chatgpt-4o-latest-20250326,0.016652320203625608,1.2041849171080774,0.016652320203625608,0.01326380596712491,0.01439360571916699
39,nn nns nnp,POS,0.002649925649166107,claude-3-5-haiku-20241022,0.031702119992105635,1.7947091827957575,0.012935691801998505,0.031702119992105635,0.0223927263075156
40,nn nns nn,POS,0.0026477831415832043,deepseek-r1-0528,0.02877147009499091,2.871419507603697,0.014381969598946756,0.005657921575005902,0.02877147009499091
41,nnp nn vbz,POS,0.0026041201781481504,deepseek-r1-0528,0.013722432967429636,1.3355535459226482,0.010720966821856867,0.009828462549611942,0.013722432967429636
42," """,CHAR,0.00259657995775342,deepseek-r1-0528,0.029425803736255064,2.164029825654735,0.013686550867371838,0.013508824375039488,0.029425803736255064
43, le,CHAR,0.0025886434596031904,chatgpt-4o-latest-20250326,0.01500574072402004,1.3369120657322078,0.01500574072402004,0.010121440562740277,0.012326916022162777
44,prp md rb,POS,0.002581208711490035,claude-3-5-haiku-20241022,0.031000664202576085,2.589787771907355,0.012508248129665358,0.031000664202576085,0.011432448439425789
45,apologize but cannot,WORD,0.0025715043302625418,claude-3-5-haiku-20241022,0.030714261955888934,30714261.95588893,0.0,0.030714261955888934,0.0
46,feel free to,WORD,0.002563308924436569,chatgpt-4o-latest-20250326,0.007163485524556181,2.6113584406997274,0.007163485524556181,0.0030346359212153526,0.0024517674782951705
47,og,CHAR,0.002550862031057477,claude-3-5-haiku-20241022,0.015149129127877626,1.4568236086536295,0.009591920987533583,0.015149129127877626,0.01120555590818281
48,nnp nn cc,POS,0.002385006519034505,chatgpt-4o-latest-20250326,0.01302011605035262,1.0764965198023586,0.01302011605035262,0.01285984640000917,0.011329948428582664
49,jj nn nns,POS,0.0023730508983135223,claude-3-5-haiku-20241022,0.04742445850755546,1.3163959580980227,0.027872623463387265,0.04742445850755546,0.04417934068831082
50,like me to,WORD,0.0023682694882154465,claude-3-5-haiku-20241022,0.03597347178957388,5.05797343385319,0.011764537520999457,0.03597347178957388,0.0024599210302569782
